"ID","STATUS","NAME"
985,1,"Leelanau County"
986,0,"Leflore County"
987,1,"Lehigh County"
988,0,"Lemhi County"
989,0,"Lenawee County"
990,1,"Lenoir County"
991,1,"Leon County"
992,0,"Leslie County"
993,1,"Letcher County"
994,1,"Levy County"
995,1,"Lewis and Clark County"
996,0,"Lewis County"
997,0,"Lexington County"
998,0,"Liberty County"
999,1,"Licking County"
1000,0,"Limestone County"
1001,1,"Lincoln County"
1002,1,"Lincoln Parish"
1003,1,"Linn County"
1004,1,"Lipscomb County"
1005,1,"Litchfield County"
1006,0,"Little River County"
1007,1,"Live Oak County"
1008,1,"Livingston County"
1009,1,"Livingston Parish"
1010,1,"Llano County"
1011,0,"Logan County"
1012,1,"Long County"
1013,1,"Lonoke County"
1014,0,"Lorain County"
1015,0,"Los Alamos County"
1016,0,"Los Angeles County"
1017,0,"Loudon County"
1018,0,"Loudoun County"
1019,0,"Louisa County"
1020,0,"Loup County"
1021,1,"Love County"
1022,0,"Loving County"
1023,1,"Lowndes County"
1024,1,"Lubbock County"
1025,0,"Lucas County"
1026,0,"Luce County"
1027,0,"Lumpkin County"
1028,0,"Luna County"
1029,1,"Lunenburg County"
1030,1,"Luzerne County"
1031,0,"Lycoming County"
1032,0,"Lyman County"
1033,1,"Lynchburg City"
1034,1,"Lynn County"
1035,0,"Lyon County"
1036,1,"Mackinac County"
1037,1,"Macomb County"
1038,0,"Macon County"
1039,0,"Macoupin County"
1040,0,"Madera County"
1041,1,"Madison County"
1042,0,"Madison Parish"
1043,1,"Magoffin County"
1044,1,"Mahaska County"
1045,0,"Mahnomen County"
1046,1,"Mahoning County"
1047,1,"Major County"
1048,1,"Malheur County"
1049,0,"Manassas City"
1050,0,"Manassas Park City"
1051,0,"Manatee County"
1052,1,"Manistee County"
1053,1,"Manitowoc County"
1054,1,"Marathon County"
1055,1,"Marengo County"
1056,0,"Maricao"
1057,0,"Maricopa County"
1058,1,"Maries County"
1059,0,"Marin County"
1060,0,"Marinette County"
1061,0,"Marion County"
1062,1,"Mariposa County"
1063,1,"Marlboro County"
1064,1,"Marquette County"
1065,0,"Marshall County"
1066,1,"Martin County"
1067,1,"Martinsville City"
1068,0,"Mason County"
1069,1,"Massac County"
1070,1,"Matagorda County"
1071,0,"Matanuska-Susitna Borough"
1072,1,"Mathews County"
1073,1,"Maui County"
1074,1,"Maury County"
1075,0,"Maverick County"
1076,0,"Mayes County"
1077,1,"McClain County"
1078,0,"McCone County"
1079,1,"McCook County"
1080,0,"McCormick County"
1081,0,"McCracken County"
1082,1,"McCreary County"
1083,1,"McCulloch County"
1084,0,"McCurtain County"
1085,1,"McDonald County"
1086,1,"McDonough County"
1087,1,"McDowell County"
1088,1,"McDuffie County"
1089,1,"McHenry County"
1090,1,"McIntosh County"
1091,0,"McKean County"
1092,1,"McKenzie County"
1093,1,"McKinley County"
1094,0,"McLean County"
1095,0,"McLennan County"
1096,1,"McLeod County"
1097,1,"McMinn County"
1098,1,"McMullen County"
1099,1,"McNairy County"
1100,0,"McPherson County"
1101,0,"Meade County"
1102,0,"Meagher County"
1103,0,"Mecklenburg County"
1104,0,"Mecosta County"
1105,0,"Medina County"
1106,1,"Meeker County"
1107,1,"Meigs County"
1108,0,"Mellette County"
1109,0,"Menard County"
1110,1,"Mendocino County"
1111,1,"Menifee County"
1112,1,"Menominee County"
1113,1,"Merced County"
1114,0,"Mercer County"
1115,1,"Meriwether County"
1116,1,"Merrick County"
1117,1,"Merrimack County"
1118,0,"Mesa County"
1119,1,"Metcalfe County"
1120,1,"Miami County"
1121,1,"Miami-Dade County"
1122,1,"Middlesex County"
1123,1,"Midland County"
1124,1,"Mifflin County"
1125,1,"Milam County"
1126,0,"Millard County"
1127,1,"Mille Lacs County"
1128,1,"Miller County"
1129,0,"Mills County"
1130,1,"Milwaukee County"
1131,1,"Miner County"
1132,0,"Mineral County"
1133,1,"Mingo County"
1134,1,"Minidoka County"
1135,1,"Minnehaha County"
1136,1,"Missaukee County"
1137,1,"Mississippi County"
1138,0,"Missoula County"
1139,1,"Mitchell County"
1140,1,"Mobile County"
1141,0,"Modoc County"
1142,0,"Moffat County"
1143,1,"Mohave County"
1144,1,"Moniteau County"
1145,1,"Monmouth County"
1146,1,"Mono County"
1147,0,"Monona County"
1148,1,"Monongalia County"
1149,0,"Monroe County"
1150,0,"Montague County"
1151,0,"Montcalm County"
1152,1,"Monterey County"
1153,1,"Montezuma County"
1154,1,"Montgomery County"
1155,1,"Montmorency County"
1156,1,"Montour County"
1157,1,"Montrose County"
1158,1,"Moody County"
1159,1,"Moore County"
1160,1,"Mora County"
1161,1,"Morehouse Parish"
1162,0,"Morgan County"
1163,1,"Morrill County"
1164,0,"Morris County"
1165,1,"Morrison County"
1166,0,"Morrow County"
1167,1,"Morton County"
1168,0,"Motley County"
1169,1,"Moultrie County"
1170,0,"Mountrail County"
1171,0,"Mower County"
1172,0,"Muhlenberg County"
1173,0,"Multnomah County"
1174,1,"Municipality of Anchorage"
1175,0,"Murray County"
1176,0,"Muscatine County"
1177,0,"Muscogee County"
1178,0,"Muskegon County"
1179,1,"Muskingum County"
1180,1,"Muskogee County"
1181,1,"Musselshell County"
1182,1,"Nacogdoches County"
1183,1,"Nance County"
1184,0,"Nantucket County"
1185,0,"Napa County"
1186,0,"Nash County"
1187,1,"Nassau County"
1188,1,"Natchitoches Parish"
1189,0,"Natrona County"
1190,1,"Navajo County"
1191,1,"Navarro County"
1192,1,"Nelson County"
1193,1,"Nemaha County"
1194,0,"Neosho County"
1195,1,"Neshoba County"
1196,1,"Ness County"
1197,0,"Nevada County"
1198,0,"New Castle County"
1199,1,"New Hanover County"
1200,0,"New Haven County"
1201,1,"New Kent County"
1202,0,"New London County"
1203,1,"New Madrid County"
1204,1,"New York County"
1205,0,"Newaygo County"
1206,1,"Newberry County"
1207,0,"Newport County"
1208,0,"Newport News City"
1209,0,"Newton County"
1210,1,"Nez Perce County"
1211,1,"Niagara County"
1212,0,"Nicholas County"
1213,1,"Nicollet County"
1214,0,"Niobrara County"
1215,0,"Noble County"
1216,0,"Nobles County"
1217,1,"Nodaway County"
1218,1,"Nolan County"
1219,0,"Nome Census Area"
1220,1,"Norfolk City"
1221,0,"Norfolk County"
1222,1,"Norman County"
1223,1,"North Slope Borough"
1224,1,"Northampton County"
1225,0,"Northumberland County"
1226,0,"Northwest Arctic Borough"
1227,1,"Norton City"
1228,1,"Norton County"
1229,0,"Nottoway County"
1230,0,"Nowata County"
1231,1,"Noxubee County"
1232,1,"Nuckolls County"
1233,1,"Nueces County"
1234,1,"Nye County"
1235,0,"Oakland County"
1236,1,"Obion County"
1237,1,"Obrien County"
1238,1,"Ocean County"
1239,1,"Oceana County"
1240,0,"Ochiltree County"
1241,1,"Oconee County"
1242,1,"Oconto County"
1243,1,"Ogemaw County"
1244,1,"Ogle County"
1245,1,"Oglethorpe County"
1246,0,"Ohio County"
1247,1,"Okaloosa County"
1248,1,"Okanogan County"
1249,1,"Okeechobee County"
1250,1,"Okfuskee County"
1251,1,"Oklahoma County"
1252,0,"Okmulgee County"
1253,1,"Oktibbeha County"
1254,0,"Oldham County"
1255,1,"Oliver County"
1256,0,"Olmsted County"
1257,1,"Oneida County"
1258,1,"Onondaga County"
1259,1,"Onslow County"
1260,1,"Ontario County"
1261,1,"Ontonagon County"
1262,0,"Orange County"
1263,0,"Orangeburg County"
1264,1,"Oregon County"
1265,1,"Orleans County"
1266,1,"Orleans Parish"
1267,0,"Osage County"
1268,1,"Osborne County"
1269,1,"Osceola County"
1270,1,"Oscoda County"
1271,1,"Oswego County"
1272,0,"Otero County"
1273,0,"Otoe County"
1274,0,"Otsego County"
1275,1,"Ottawa County"
1276,1,"Otter Tail County"
1277,0,"Ouachita County"
1278,1,"Ouachita Parish"
1279,1,"Ouray County"
1280,1,"Outagamie County"
1281,1,"Overton County"
1282,0,"Owen County"
1283,1,"Owsley County"
1284,1,"Owyhee County"
1285,0,"Oxford County"
1286,1,"Ozark County"
1287,0,"Ozaukee County"
1288,1,"Pacific County"
1289,1,"Page County"
1290,1,"Palm Beach County"
1291,1,"Palo Alto County"
1292,1,"Palo Pinto County"
1293,1,"Pamlico County"
1294,0,"Panola County"
1295,1,"Park County"
1296,1,"Parke County"
1297,1,"Parker County"
1298,1,"Parmer County"
1299,0,"Pasco County"
1300,1,"Pasquotank County"
1301,1,"Passaic County"
1302,0,"Patillas"
1303,1,"Patrick County"
1304,1,"Paulding County"
1305,1,"Pawnee County"
1306,0,"Payette County"
1307,1,"Payne County"
1308,1,"Peach County"
1309,1,"Pearl River County"
1310,1,"Pecos County"
1311,1,"Pembina County"
1312,1,"Pemiscot County"
1313,1,"Pend Oreille County"
1314,1,"Pender County"
1315,0,"Pendleton County"
1316,1,"Pennington County"
1317,0,"Penobscot County"
1318,1,"Peoria County"
1319,1,"Pepin County"
1320,1,"Perkins County"
1321,1,"Perquimans County"
1322,0,"Perry County"
1323,0,"Pershing County"
1324,1,"Person County"
1325,0,"Petersburg Borough"
1326,1,"Petersburg City"
1327,1,"Petroleum County"
1328,0,"Pettis County"
1329,1,"Phelps County"
1330,0,"Philadelphia County"
1331,0,"Phillips County"
1332,1,"Piatt County"
1333,0,"Pickaway County"
1334,1,"Pickens County"
1335,1,"Pickett County"
1336,0,"Pierce County"
1337,0,"Pike County"
1338,1,"Pima County"
1339,0,"Pinal County"
1340,1,"Pine County"
1341,0,"Pinellas County"
1342,1,"Pipestone County"
1343,1,"Piscataquis County"
1344,1,"Pitkin County"
1345,1,"Pitt County"
1346,1,"Pittsburg County"
1347,1,"Pittsylvania County"
1348,0,"Piute County"
1349,0,"Placer County"
1350,1,"Plaquemines Parish"
1351,0,"Platte County"
1352,1,"Pleasants County"
1353,1,"Plumas County"
1354,1,"Plymouth County"
1355,1,"Pocahontas County"
1356,1,"Poinsett County"
1357,1,"Pointe Coupee Parish"
1358,0,"Polk County"
1359,0,"Pondera County"
1360,1,"Pontotoc County"
1361,1,"Pope County"
1362,1,"Poquoson City"
1363,1,"Portage County"
1364,0,"Porter County"
1365,0,"Portsmouth City"
1366,0,"Posey County"
1367,0,"Pottawatomie County"
1368,0,"Pottawattamie County"
1369,1,"Potter County"
1370,0,"Powder River County"
1371,0,"Powell County"
1372,1,"Power County"
1373,1,"Poweshiek County"
1374,1,"Powhatan County"
1375,0,"Prairie County"
1376,0,"Pratt County"
1377,1,"Preble County"
1378,1,"Prentiss County"
1379,0,"Presidio County"
1380,1,"Presque Isle County"
1381,1,"Preston County"
1382,1,"Price County"
1383,1,"Prince Edward County"
1384,0,"Prince George County"
1385,0,"Prince George's County"
1386,0,"Prince of Wales-Outer Ketchikan Borough"
1387,0,"Prince William County"
1388,0,"Providence County"
1389,0,"Prowers County"
1390,1,"Pueblo County"
1391,1,"Pulaski County"
1392,1,"Pushmataha County"
1393,0,"Putnam County"
1394,1,"Quay County"
1395,1,"Queen Anne's County"
1396,0,"Queens County"
1397,1,"Quitman County"
1398,1,"Rabun County"
1399,1,"Racine County"
1400,0,"Radford City"
1401,1,"Rains County"
1402,1,"Raleigh County"
1403,1,"Ralls County"
1404,0,"Ramsey County"
1405,1,"Randall County"
1406,1,"Randolph County"
1407,0,"Rankin County"
1408,1,"Ransom County"
1409,1,"Rapides Parish"
1410,1,"Rappahannock County"
1411,1,"Ravalli County"
1412,0,"Rawlins County"
1413,0,"Ray County"
1414,1,"Reagan County"
1415,0,"Real County"
1416,0,"Red Lake County"
1417,1,"Red River County"
1418,0,"Red River Parish"
1419,0,"Red Willow County"
1420,1,"Redwood County"
1421,1,"Reeves County"
1422,1,"Refugio County"
1423,1,"Reno County"
1424,1,"Rensselaer County"
1425,1,"Renville County"
1426,0,"Republic County"
1427,1,"Reynolds County"
1428,1,"Rhea County"
1429,0,"Rice County"
1430,1,"Rich County"
1431,1,"Richardson County"
1432,1,"Richland County"
1433,1,"Richland Parish"
1434,1,"Richmond City"
1435,1,"Richmond County"
1436,1,"Riley County"
1437,1,"Ringgold County"
1438,1,"Rio Arriba County"
1439,0,"Rio Blanco County"
1440,1,"Rio Grande County"
1441,1,"Ripley County"
1442,1,"Ritchie County"
1443,1,"Riverside County"
1444,1,"Roane County"
1445,1,"Roanoke City"
1446,0,"Roanoke County"
1447,1,"Roberts County"
1448,0,"Robertson County"
1449,1,"Robeson County"
1450,1,"Rock County"
1451,1,"Rock Island County"
1452,1,"Rockbridge County"
1453,1,"Rockcastle County"
1454,0,"Rockdale County"
1455,1,"Rockingham County"
1456,1,"Rockland County"
1457,0,"Rockwall County"
1458,1,"Roger Mills County"
1459,0,"Rogers County"
1460,0,"Rolette County"
1461,1,"Rooks County"
1462,1,"Roosevelt County"
1463,1,"Roscommon County"
1464,0,"Roseau County"
1465,1,"Rosebud County"
1466,0,"Ross County"
1467,0,"Routt County"
1468,1,"Rowan County"
1469,0,"Runnels County"
1470,0,"Rush County"
1471,0,"Rusk County"
1472,0,"Russell County"
1473,0,"Rutherford County"
1474,1,"Rutland County"
1475,1,"Sabine County"
1476,1,"Sabine Parish"
1477,0,"Sac County"
1478,1,"Sacramento County"
1479,0,"Sagadahoc County"
1480,1,"Saginaw County"
1481,1,"Saguache County"
1482,1,"Salem City"
1483,0,"Salem County"
1484,1,"Saline County"
1485,0,"Salt Lake County"
1486,0,"Saluda County"
1487,1,"Sampson County"
1488,0,"San Augustine County"
1489,1,"San Benito County"
1490,1,"San Bernardino County"
1491,0,"San Diego County"
1492,0,"San Francisco County"
1493,1,"San Jacinto County"
1494,1,"San Joaquin County"
1495,0,"San Juan"
1496,0,"San Juan County"
1497,1,"San Luis Obispo County"
1498,0,"San Mateo County"
1499,1,"San Miguel County"
1500,1,"San Patricio County"
1501,1,"San Saba County"
1502,1,"Sanborn County"
1503,0,"Sanders County"
1504,0,"Sandoval County"
1505,0,"Sandusky County"
1506,1,"Sangamon County"
1507,1,"Sanilac County"
1508,1,"Sanpete County"
1509,0,"Santa Barbara County"
1510,1,"Santa Clara County"
1511,0,"Santa Cruz County"
1512,1,"Santa Fe County"
1513,0,"Santa Isabel"
1514,1,"Santa Rosa County"
1515,1,"Sarasota County"
1516,0,"Saratoga County"
1517,1,"Sargent County"
1518,0,"Sarpy County"
1519,0,"Sauk County"
1520,0,"Saunders County"
1521,1,"Sawyer County"
1522,0,"Schenectady County"
1523,1,"Schleicher County"
1524,0,"Schley County"
1525,1,"Schoharie County"
1526,0,"Schoolcraft County"
1527,1,"Schuyler County"
1528,0,"Schuylkill County"
1529,1,"Scioto County"
1530,1,"Scotland County"
1531,0,"Scott County"
1532,1,"Scotts Bluff County"
1533,0,"Screven County"
1534,0,"Scurry County"
1535,1,"Searcy County"
1536,1,"Sebastian County"
1537,0,"Sedgwick County"
1538,0,"Seminole County"
1539,1,"Seneca County"
1540,1,"Sequatchie County"
1541,0,"Sequoyah County"
1542,1,"Sevier County"
1543,1,"Seward County"
1544,1,"Shackelford County"
1545,1,"Shannon County"
1546,0,"Sharkey County"
1547,1,"Sharp County"
1548,0,"Shasta County"
1549,1,"Shawano County"
1550,1,"Shawnee County"
1551,0,"Sheboygan County"
1552,0,"Shelby County"
1553,0,"Shenandoah County"
1554,1,"Sherburne County"
1555,1,"Sheridan County"
1556,1,"Sherman County"
1557,1,"Shiawassee County"
1558,1,"Shoshone County"
1559,0,"Sibley County"
1560,0,"Sierra County"
1561,1,"Silver Bow County"
1562,0,"Simpson County"
1563,1,"Sioux County"
1564,0,"Siskiyou County"
1565,0,"Sitka Borough"
1566,1,"Skagit County"
1567,0,"Skagway Borough"
1568,1,"Skamania County"
1569,1,"Slope County"
1570,0,"Smith County"
1571,0,"Smyth County"
1572,0,"Snohomish County"
1573,0,"Snyder County"
1574,1,"Socorro County"
1575,0,"Solano County"
1576,1,"Somerset County"
1577,1,"Somervell County"
1578,1,"Sonoma County"
1579,1,"Southampton County"
1580,0,"Southeast Fairbanks Census Area"
1581,0,"Spalding County"
1582,1,"Spartanburg County"
1583,0,"Spencer County"
1584,0,"Spink County"
1585,1,"Spokane County"
1586,1,"Spotsylvania County"
1587,1,"St Bernard Parish"
1588,1,"St Charles County"
1589,1,"St Charles Parish"
1590,0,"St Clair County"
1591,0,"St Croix County"
1592,1,"St Francis County"
1593,0,"St Francois County"
1594,1,"St Helena Parish"
1595,0,"St James Parish"
1596,1,"St John the Baptist Parish"
1597,1,"St Johns County"
1598,1,"St Joseph County"
1599,1,"St Landry Parish"
1600,0,"St Lawrence County"
1601,0,"St Louis City"
1602,0,"St Louis County"
1603,0,"St Lucie County"
1604,1,"St Martin Parish"
1605,1,"St Mary Parish"
1606,1,"St Mary's County"
1607,0,"St Tammany Parish"
1608,0,"St. Charles County"
1609,1,"St. Charles Parish"
1610,0,"St. Clair County"
1611,1,"St. Francis County"
1612,0,"St. James Parish"
1613,1,"St. John the Baptist Parish"
1614,0,"St. Johns County"
1615,1,"St. Joseph County"
1616,1,"St. Landry Parish"
1617,1,"St. Lawrence County"
1618,0,"St. Louis City"
1619,0,"St. Louis County"
1620,0,"St. Lucie County"
1621,1,"St. Mary Parish"
1622,1,"St. Mary's County"
1623,0,"St. Tammany Parish"
1624,1,"Stafford County"
1625,0,"Stanislaus County"
1626,0,"Stanley County"
1627,0,"Stanly County"
1628,0,"Stanton County"
1629,1,"Stark County"
1630,0,"Starke County"
1631,1,"Starr County"
1632,1,"Staunton City"
1633,0,"Ste Genevieve County"
1634,0,"Stearns County"
1635,0,"Steele County"
1636,0,"Stephens County"
1637,1,"Stephenson County"
1638,1,"Sterling County"
1639,0,"Steuben County"
1640,1,"Stevens County"
1641,0,"Stewart County"
1642,1,"Stillwater County"
1643,1,"Stoddard County"
1644,0,"Stokes County"
1645,1,"Stone County"
1646,0,"Stonewall County"
1647,1,"Storey County"
1648,0,"Story County"
1649,0,"Strafford County"
1650,1,"Stutsman County"
1651,1,"Sublette County"
1652,0,"Suffolk City"
1653,0,"Suffolk County"
1654,0,"Sullivan County"
1655,0,"Sully County"
1656,0,"Summers County"
1657,0,"Summit County"
1658,0,"Sumner County"
1659,0,"Sumter County"
1660,1,"Sunflower County"
1661,1,"Surry County"
1662,1,"Susquehanna County"
1663,1,"Sussex County"
1664,0,"Sutter County"
1665,1,"Sutton County"
1666,1,"Suwannee County"
1667,1,"Swain County"
1668,0,"Sweet Grass County"
1669,0,"Sweetwater County"
1670,1,"Swift County"
1671,1,"Swisher County"
1672,1,"Switzerland County"
1673,1,"Talbot County"
1674,1,"Taliaferro County"
1675,1,"Talladega County"
1676,1,"Tallahatchie County"
1677,0,"Tallapoosa County"
1678,0,"Tama County"
1679,1,"Taney County"
1680,1,"Tangipahoa Parish"
1681,1,"Taos County"
1682,0,"Tarrant County"
1683,1,"Tate County"
1684,0,"Tattnall County"
1685,1,"Taylor County"
1686,0,"Tazewell County"
1687,1,"Tehama County"
1688,0,"Telfair County"
1689,1,"Teller County"
1690,0,"Tensas Parish"
1691,1,"Terrebonne Parish"
1692,0,"Terrell County"
1693,1,"Terry County"
1694,1,"Teton County"
1695,0,"Texas County"
1696,1,"Thayer County"
1697,1,"Thomas County"
1698,0,"Throckmorton County"
1699,0,"Thurston County"
1700,0,"Tift County"
1701,1,"Tillamook County"
1702,0,"Tillman County"
1703,0,"Tioga County"
1704,1,"Tippah County"
1705,1,"Tippecanoe County"
1706,1,"Tipton County"
1707,0,"Tishomingo County"
1708,0,"Titus County"
1709,0,"Toa Alta"
1710,0,"Toa Baja"
1711,0,"Todd County"
1712,1,"Tolland County"
1713,0,"Tom Green County"
1714,1,"Tompkins County"
1715,0,"Tooele County"
1716,0,"Toole County"
1717,1,"Toombs County"
1718,1,"Torrance County"
1719,0,"Towner County"
1720,1,"Towns County"
1721,1,"Traill County"
1722,1,"Transylvania County"
1723,1,"Traverse County"
1724,0,"Travis County"
1725,0,"Treasure County"
1726,1,"Trego County"
1727,1,"Trempealeau County"
1728,1,"Treutlen County"
1729,0,"Trigg County"
1730,0,"Trimble County"
1731,1,"Trinity County"
1732,0,"Tripp County"
1733,0,"Troup County"
1734,1,"Trousdale County"
1735,0,"Trujillo Alto"
1736,0,"Trumbull County"
1737,1,"Tucker County"
1738,1,"Tulare County"
1739,0,"Tulsa County"
1740,1,"Tunica County"
1741,0,"Tuolumne County"
1742,1,"Turner County"
1743,0,"Tuscaloosa County"
1744,0,"Tuscarawas County"
1745,1,"Tuscola County"
1746,1,"Twiggs County"
1747,1,"Twin Falls County"
1748,0,"Tyler County"
1749,1,"Tyrrell County"
1750,1,"Uinta County"
1751,1,"Uintah County"
1752,0,"Ulster County"
1753,0,"Umatilla County"
1754,1,"Unicoi County"
1755,1,"Union County"
1756,0,"Union Parish"
1757,1,"Upshur County"
1758,1,"Upson County"
1759,0,"Upton County"
1760,0,"Utah County"
1761,1,"Uvalde County"
1762,0,"Val Verde County"
1763,1,"Valdez-Cordova Census Area"
1764,1,"Valencia County"
1765,0,"Valley County"
1766,1,"Van Buren County"
1767,1,"Van Wert County"
1768,0,"Van Zandt County"
1769,1,"Vance County"
1770,1,"Vanderburgh County"
1771,1,"Venango County"
1772,0,"Ventura County"
1773,0,"Vermilion County"
1774,1,"Vermilion Parish"
1775,1,"Vermillion County"
1776,1,"Vernon County"
1777,0,"Vernon Parish"
1778,1,"Victoria County"
1779,1,"Vigo County"
1780,1,"Vilas County"
1781,0,"Vinton County"
1782,0,"Virginia Beach City"
1783,0,"Volusia County"
1784,1,"Wabash County"
1785,0,"Wabasha County"
1786,0,"Wabaunsee County"
1787,1,"Wade Hampton Census Area"
1788,1,"Wadena County"
1789,0,"Wagoner County"
1790,1,"Wahkiakum County"
1791,1,"Wake County"
1792,0,"Wakulla County"
1793,0,"Waldo County"
1794,0,"Walker County"
1795,1,"Walla Walla County"
1796,0,"Wallace County"
1797,0,"Waller County"
1798,1,"Wallowa County"
1799,1,"Walsh County"
1800,1,"Walthall County"
1801,0,"Walton County"
1802,1,"Walworth County"
1803,1,"Wapello County"
1804,1,"Ward County"
1805,1,"Ware County"
1806,0,"Warren County"
1807,1,"Warrick County"
1808,0,"Wasatch County"
1809,1,"Wasco County"
1810,1,"Waseca County"
1811,1,"Washakie County"
1812,0,"Washburn County"
1813,0,"Washington County"
1814,1,"Washington Parish"
1815,0,"Washita County"
1816,1,"Washoe County"
1817,1,"Washtenaw County"
1818,1,"Watauga County"
1819,1,"Watonwan County"
1820,0,"Waukesha County"
1821,1,"Waupaca County"
1822,1,"Waushara County"
1823,0,"Wayne County"
1824,1,"Waynesboro City"
1825,0,"Weakley County"
1826,1,"Webb County"
1827,0,"Weber County"
1828,0,"Webster County"
1829,0,"Webster Parish"
1830,0,"Weld County"
1831,1,"Wells County"
1832,1,"West Baton Rouge Parish"
1833,1,"West Carroll Parish"
1834,1,"West Feliciana Parish"
1835,0,"Westchester County"
1836,0,"Westmoreland County"
1837,1,"Weston County"
1838,1,"Wetzel County"
1839,1,"Wexford County"
1840,0,"Wharton County"
1841,0,"Whatcom County"
1842,1,"Wheatland County"
1843,1,"Wheeler County"
1844,0,"White County"
1845,0,"White Pine County"
1846,1,"Whiteside County"
1847,1,"Whitfield County"
1848,0,"Whitley County"
1849,1,"Whitman County"
1850,1,"Wibaux County"
1851,0,"Wichita County"
1852,1,"Wicomico County"
1853,1,"Wilbarger County"
1854,1,"Wilcox County"
1855,0,"Wilkes County"
1856,1,"Wilkin County"
1857,1,"Wilkinson County"
1858,0,"Will County"
1859,1,"Willacy County"
1860,0,"Williams County"
1861,0,"Williamsburg City"
1862,1,"Williamsburg County"
1863,0,"Williamson County"
1864,1,"Wilson County"
1865,0,"Winchester City"
1866,1,"Windham County"
1867,1,"Windsor County"
1868,0,"Winkler County"
1869,1,"Winn Parish"
1870,1,"Winnebago County"
1871,1,"Winneshiek County"
1872,0,"Winona County"
1873,0,"Winston County"
1874,1,"Wirt County"
1875,1,"Wise County"
1876,0,"Wolfe County"
1877,0,"Wood County"
1878,1,"Woodbury County"
1879,0,"Woodford County"
1880,0,"Woodruff County"
1881,1,"Woods County"
1882,1,"Woodson County"
1883,1,"Woodward County"
1884,1,"Worcester County"
1885,1,"Worth County"
1886,0,"Wrangell Borough"
1887,1,"Wright County"
1888,1,"Wyandot County"
1889,0,"Wyandotte County"
1890,1,"Wyoming County"
1891,0,"Wythe County"
1892,0,"Yadkin County"
1893,1,"Yakima County"
1894,0,"Yakutat Borough"
1895,0,"Yalobusha County"
1896,0,"Yamhill County"
1897,1,"Yancey County"
1898,1,"Yankton County"
1899,0,"Yates County"
1900,1,"Yavapai County"
1901,0,"Yazoo County"
1902,1,"Yell County"
1903,1,"Yellow Medicine County"
1904,0,"Yellowstone County"
1905,1,"Yoakum County"
1906,0,"Yolo County"
1907,0,"York County"
1908,0,"Young County"
1909,0,"Yuba County"
1910,0,"Yukon-Koyukuk Census Area"
1911,0,"Yuma County"
1912,0,"Zapata County"
1913,1,"Zavala County"
1914,0,"Ziebach County"
